"","MB01","MB02","MB03","MB14","MB19","MB47","MB50","MB51","MB52","MB53","MB04","MB05","MB06","MB24","MB25","MB40","MB43","MB46","MB49","MB55","MB08","MB09","MB10","MB16","MB17","MB22","MB07","MB13","MB15","MB20","MB39","MB48","MB54","MB21","MB30","MB31","MB33","MB34"
"SKIV2",0.404783,-0.188559,0.064895,-0.34803,-0.141286,-0.164848,0.328947,0.281777,-0.246081,0.0354643,-0.0570629,0.581346,0.277376,0.127536,-0.000440321,0.243815,0.134497,0.50604,0.464581,0.0553769,0.00774084,0.185216,-0.111731,0.394766,-0.0565986,0.306931,-0.592343,-0.692347,0.445672,0.22451,-0.0721135,-0.00187993,0.360825,-0.872972,-0.275917,-0.571987,-0.295559,0.100354
"ADDB",1.9283,2.29524,2.12558,2.20315,NA,1.25172,3.26703,1.91727,2.47446,1.05205,4.14706,2.23262,2.57867,3.46594,4.30956,1.87742,2.21694,3.15217,2.88101,3.26754,2.90213,2.30781,3.83811,3.07004,3.06326,3.45021,2.51289,2.77784,2.87172,4.16574,2.65221,3.10674,2.57601,1.13589,2.86287,2.75682,1.87077,2.15695
"DUT",0.541094,0.20062,0.257764,-0.409183,-0.557203,-0.869103,0.415126,-0.289248,-0.691638,0.0967592,-1.1153,0.0599833,-0.404683,-0.200406,-1.34438,0.199095,-0.599669,0.377725,-0.0698398,-0.805548,-1.61841,-1.65346,-2.20592,-1.19389,-1.30524,-1.33266,-1.46076,-1.08185,-0.63147,-1.48744,-0.187629,0.23519,-1.09749,0.411476,0.0630281,-0.129471,-0.189894,-0.0885799
"TCPQ",0.229117,-0.0166704,0.0717003,-0.270818,-0.860635,-0.704565,0.00396754,-0.70984,-0.571926,-0.438947,-0.69454,-0.454582,-0.399854,-0.336705,-0.315936,-0.53196,-0.866392,0.00567786,-0.690071,-0.584941,-0.755617,-0.638853,-0.733107,-0.749715,-0.661582,-0.665338,-0.720784,-0.734926,-0.496754,-0.653483,-0.37035,-0.409863,-0.789205,-1.58487,-1.29358,-1.30186,-1.69137,-1.43724
"HERC4",-0.23197,0.848416,-0.880226,0.832167,-0.791824,-0.570425,-1.42708,-0.136846,0.643835,0.385586,0.608209,0.839676,0.575592,0.734505,-0.497245,0.0299777,0.170674,-0.0232743,0.858297,0.238904,0.211502,-0.0959298,0.31677,0.720411,0.381175,0.08857,0.0400722,0.324364,0.953237,0.533275,0.142216,-0.0245626,-0.661216,0.181121,0.0516109,1.05348,0.17852,0.125074
"FNBP1",0.0578129,2.14799,-0.270827,NA,NA,0.606488,NA,0.415911,1.05418,0.813602,1.64576,0.516547,0.487656,1.81241,1.02937,1.55997,2.24997,1.33932,0.45125,1.84876,1.73566,1.87551,2.59675,2.14146,2.6266,NA,NA,2.95828,3.58919,2.98083,1.60447,2.51213,0.964929,0.343839,NA,NA,0.652131,NA
"WDR74",-1.27196,-0.803089,-0.84956,-1.08348,-1.92783,-2.02163,-0.790064,-1.11056,-1.79893,-0.565838,-3.36958,-1.79618,-2.84189,-1.29185,-2.67665,-1.86272,-2.23628,-0.882865,NA,NA,NA,-3.20768,NA,-2.98839,-3.38663,-3.26946,-2.6751,-2.25872,-2.35229,-2.09091,-3.54138,-2.65652,-1.37965,-1.36077,-0.698519,-2.57868,NA,-2.64269
"PURB",-0.514356,0.764464,-0.0354745,0.579263,1.38162,1.30978,0.146156,0.293971,0.527112,0.849642,1.52963,0.934823,0.611294,0.141637,1.1626,0.587283,0.447021,0.86828,1.18007,0.517553,2.21461,2.22218,2.33068,2.89799,1.7113,1.89265,2.553,2.34302,2.50674,2.58994,1.69477,1.32812,1.51898,0.158394,1.1351,1.26917,1.39654,1.52728
"PSB3",-0.0538097,-0.00490729,-0.374961,-0.16173,-0.63996,-0.150274,-0.180923,-0.0798657,-0.181304,0.227668,-0.475495,-0.16821,-0.292392,-0.0749415,-0.491875,-0.184211,-0.508145,-0.0725203,-0.0757866,-0.218395,-0.132095,0.0649443,-0.200757,-0.107532,-0.496342,-0.575405,0.0825384,0.222826,-0.0352838,0.266639,0.246033,0.0488832,0.0784332,-0.378246,0.328372,0.23349,0.403761,0.105874
"DHRS7",0.794456,0.760319,0.357872,1.47321,1.84427,1.25839,0.669598,0.485391,-0.182707,0.788803,2.29939,2.78916,2.23349,1.53839,2.08052,1.41786,1.69393,1.291,1.68651,1.77033,1.5152,2.17268,1.63458,1.41728,1.79584,1.89675,1.56508,1.55029,1.81671,1.5489,1.24002,1.92082,2.83555,1.94525,2.31209,2.31935,1.336,1.99619
"UBP24",-0.819046,-0.713041,-1.00563,-0.333751,-1.40604,-0.98297,-0.412906,-0.333595,0.0662571,-0.628453,0.140854,-1.20888,-0.132988,-0.0834158,0.0480088,-0.626384,0.0816432,-0.0698418,-0.169418,0.355884,-0.73113,-0.785741,-0.749097,-0.674177,-0.670944,-0.254692,-1.80805,-0.982531,-0.992889,-0.0756889,-0.71651,-0.215915,-0.631883,-1.40465,-1.34333,-0.938826,-1.72452,-0.798643
"PTN12",-1.28893,-0.644414,-1.66169,-1.02062,-0.661504,-1.49635,-0.876596,-1.44279,-1.01694,-0.732848,-0.803689,-0.53755,-0.0983057,0.103769,-0.908591,-0.802517,-0.35004,-0.205319,-0.0760515,-0.271001,-0.799663,-0.664793,-1.55799,-1.18211,-1.06349,-0.731548,-1.27981,-1.23865,-0.713714,-0.228029,-1.19416,-0.37024,-1.65011,-0.517398,0.000457518,-0.762361,-0.776541,-0.780668
"ASNA",-0.434799,0.303203,-0.729322,0.310915,0.169568,0.532501,0.202528,-0.0122278,0.200696,0.336769,0.0862373,-0.0794316,0.783773,0.22081,0.402132,0.514475,0.120529,0.959634,0.846416,0.702967,0.234194,0.588897,0.331248,0.49659,0.105894,0.320806,0.413482,0.448123,0.548591,0.553713,0.288753,0.404413,0.611508,0.147763,0.139237,0.263281,0.274568,0.235677
"NUB1",0.327395,-1.09057,-1.1165,-0.808155,-0.186349,-0.527779,-0.195487,-0.875172,-1.25047,-1.62104,-1.3297,-0.353577,-0.809198,-0.835759,NA,-1.70078,-1.29377,-0.846481,-0.910943,NA,-1.21841,0.137947,-0.877339,-0.772615,-1.32678,-1.33218,-1.3346,-0.410179,0.386703,0.622127,-0.764326,-0.800943,-0.227535,-0.714296,0.369545,-0.133641,0.851952,0.322919
"PRC2B",0.262526,0.179216,0.830373,0.243119,0.264169,0.666622,NA,0.418693,0.215748,0.899965,-0.473906,0.585861,NA,NA,NA,-1.54156,-1.13556,-0.40525,-0.541374,0.0104097,-0.453039,-0.188159,-0.244927,-0.223875,NA,-0.92293,-0.430428,-0.548859,NA,-0.434633,-1.47701,-0.0239239,-0.115125,-0.125787,0.525332,0.356319,0.125456,-0.410213
"SPCS2",0.418664,1.02068,-0.119402,-0.202624,1.0943,0.77911,0.160827,0.432087,0.34578,0.310038,-0.0596042,1.57716,0.329584,-0.0408059,0.284352,0.386519,0.293856,1.11802,0.399228,0.0507214,0.292172,0.307014,-0.0217416,0.0583465,0.546313,0.494097,0.231626,0.762333,0.174926,0.419292,1.04745,-0.245469,0.460225,1.2358,1.72071,1.73597,0.897764,1.27241
"CENPV",2.17164,3.0201,0.519922,1.44576,0.980046,-0.0835149,1.65444,1.00931,1.59094,1.2597,1.73465,2.17455,1.50956,2.09482,1.6433,2.68912,2.04404,1.55636,2.32622,1.20176,3.32704,1.71117,1.47715,1.87529,3.13134,2.14385,2.04854,3.13516,-0.197473,-1.51813,2.53708,1.36652,1.09823,1.93349,1.77668,2.14493,1.86817,2.22818
"ASPH",-1.24508,-2.72235,-1.23182,-1.17479,-1.41063,-1.95323,-1.68949,-0.279614,-1.87539,-1.87972,-1.78116,-1.2978,-1.0878,-1.72064,-2.1667,-1.34492,-1.64426,-0.876512,-1.27702,-2.13118,-2.48555,-3.12546,-2.85631,-3.29517,-2.30085,-2.95136,-2.57307,-3.45623,-3.08357,-3.22853,-2.3124,-3.89293,-2.63535,-0.6486,-1.66042,-0.856713,-1.35766,-1.8448
"TLE3",-0.226731,0.494586,0.169437,0.704523,1.0515,-0.489083,-0.44349,1.88622,1.24398,0.234474,-0.994381,0.114918,-0.149232,0.525385,-0.238743,-0.0719684,0.198957,-0.232862,0.310811,0.485034,0.11659,-0.448515,-0.562055,-0.139675,0.798745,-0.727888,0.313467,0.314486,0.41222,0.598131,0.0900019,0.505403,0.242858,-0.41576,-0.216318,-0.290509,0.19212,0.152606
"PNO1",-0.5979,-1.88784,-0.90415,-1.82949,-2.39329,-2.04603,-1.08693,-1.49157,-1.78284,-1.44327,-3.22259,-1.66388,-2.37851,-2.50702,-1.76837,-1.04173,-1.42271,-2.44989,-2.74467,-2.17014,-2.26818,-1.92553,-3.52392,NA,-2.71531,NA,NA,-3.05636,NA,NA,NA,NA,-1.90125,-1.10789,-1.24932,-0.94897,-1.99309,-2.30082
"PSA2",-0.0999401,-0.0402841,-0.258745,-0.344582,-0.531765,-0.624415,-0.088973,-0.176621,-0.35506,-0.0912648,-0.32353,-0.18934,-0.212282,0.0265746,-0.270811,-0.244175,-0.330198,-0.226477,-0.187081,-0.128382,-0.485801,0.137824,-0.167509,-0.297571,-0.522014,-0.337029,-0.144177,-0.00772695,-0.148656,-0.0884094,-0.145244,-0.0293947,0.197542,-0.533791,-0.0334099,-0.0979016,0.063096,0.214888
"PYGB",-3.60536,-2.66333,-3.73886,-2.15393,-2.84156,-4.52787,-2.8157,-2.11631,-1.49439,-1.14163,-1.31509,-1.43663,-1.30942,-1.55664,-0.976171,-2.998,-1.46417,-2.57093,-2.21208,-1.29086,-1.76937,-3.25106,-0.115542,-1.31701,-2.25155,-0.495959,-1.34396,-1.20716,-2.33384,-0.714207,-0.997791,-2.18042,-3.43724,-2.58024,-2.52753,-2.15977,-1.46847,-1.71286
"T2EB",-1.36693,-1.68568,-1.26068,-0.294246,-0.368443,-1.61179,-1.19176,-0.116036,0.347079,-0.652013,-1.39736,-1.48514,-1.60053,-1.05662,-1.78306,-0.911616,-1.11259,-1.49409,-2.26955,-1.29296,-0.870377,-2.54339,-2.08696,-1.0425,-1.4257,-1.0773,-2.08226,-2.0112,-2.71258,NA,-1.48266,-2.26658,NA,-0.429364,-0.408523,-0.561164,-1.08156,-1.9756
"PSD12",-0.382704,-0.726207,-0.65949,-0.7064,-0.930315,-0.661174,-0.369993,-0.384134,-0.680825,-0.303115,-0.887172,-0.282464,-0.878857,-0.509248,-0.502915,-0.963474,-0.831575,-1.21099,-0.618535,-0.802041,-0.407956,-0.20467,-0.492677,-0.445376,-0.735868,-0.762405,-0.303503,-0.638013,-0.0951667,-0.336513,-0.909844,-0.331215,-0.238245,-0.695888,-0.278165,-0.419937,-0.959009,-0.368157
"RPAC2",-0.593857,-0.920142,0.240192,-0.370181,-0.713262,-0.120309,-0.313109,-0.900704,-0.541494,-0.573766,-1.80957,-0.598806,-1.26585,-1.53192,-2.11078,-0.720611,-1.68905,-0.819618,-1.48228,-1.83511,-2.12333,-1.37484,-2.21705,-1.7897,-1.7783,-2.527,-2.77109,NA,-1.35198,NA,NA,-2.06179,-0.751338,-1.30694,-1.20455,NA,-0.466168,-1.87074
"DJC17",1.05029,0.530789,0.806173,0.506877,0.304059,1.06167,0.0282581,0.823567,-0.451158,-0.197435,0.155441,-0.162423,0.603031,0.686778,-0.377401,0.626958,0.244269,-0.117863,0.0372439,-1.44187,0.0302579,0.999212,-1.24493,-0.674608,0.443607,-0.357902,0.216588,-0.242105,0.986137,-0.137469,0.303347,-0.0631587,1.01819,-0.217299,0.166648,0.0297395,0.528128,0.521667
"MAGD2",-1.07148,-0.890969,-1.25177,-1.13584,-2.10984,-0.112197,-1.26122,-1.04954,-1.37393,-1.1667,-1.46803,-1.57764,-0.885831,-0.380307,-1.12129,0.81904,-0.630415,-0.637638,-0.65696,-1.21643,-1.00723,-1.65952,-1.39197,-1.28039,-1.04574,-1.56779,-1.37948,-1.20051,-1.08226,-2.00375,-0.59092,-0.558437,-1.24083,-0.577599,0.22807,-0.206549,-0.555007,-0.145095
"EHD4",-2.05345,-3.51936,-2.14493,-2.94045,-2.03626,-2.0297,-2.98801,-1.77681,-2.94619,-2.48443,-1.04346,-1.68567,-1.14763,-1.72762,-1.33058,-1.57728,-1.52249,-2.90396,-2.12589,-0.97411,-2.56844,-3.1935,-3.16645,-3.83381,-2.44632,-3.30693,-2.5461,-2.78908,-2.99294,-2.62021,-2.57616,-3.30668,-1.94914,-1.57214,-2.01255,-2.3368,-1.70564,-2.43743
"TBC13",-0.223881,-0.102537,-0.756769,0.206793,0.0306484,0.345085,-0.326426,0.550255,0.909793,0.547019,-0.490313,0.476204,-0.737199,-0.0525358,-1.98166,-0.766398,0.101274,0.323071,-0.761491,0.0796829,0.116021,0.521589,0.543736,-0.0114561,0.133571,0.26065,0.54251,0.177064,0.593084,0.392035,-0.275166,0.528875,0.576884,-0.508268,0.702652,0.415338,0.303468,1.18822
"PLST",-1.46662,-2.4736,-2.60575,-1.52729,-1.82733,-2.57404,-2.25042,-0.903016,-2.73657,-1.6548,-0.298262,-1.43676,-0.0655318,-0.630924,-0.858581,-0.127959,-0.145778,-1.78344,-0.848095,-0.326393,-2.31361,-2.01718,-2.09918,-2.89444,-1.53123,-2.28413,-2.80076,-2.22536,-2.71497,-3.53938,-2.86693,-3.52658,-2.10191,1.44488,-2.06024,-1.74656,0.506903,-0.130275
"LAR4B",-0.911192,-1.80835,-0.455491,-1.1044,-0.352467,-1.04428,-2.15159,-1.17741,-1.08493,-0.8802,-1.31764,-0.646794,-2.38328,-1.44738,-2.69243,-1.26961,-2.12193,-1.39586,-1.67679,-1.53552,-2.46682,-1.66242,-1.7546,-1.53163,-1.68943,-2.8567,-1.98604,-1.95834,-1.84404,-2.30596,-1.81662,-1.67968,-2.0919,0.00233404,-1.77609,-1.58528,-1.3977,-1.84986
"MRCKB",0.297178,0.257858,0.510452,0.574532,0.706702,0.704046,-0.448219,0.849818,1.02096,0.288203,1.58816,0.00676964,0.891056,1.07019,1.58019,0.536149,0.993546,-0.0276911,0.749081,1.87759,1.12124,1.74289,1.58316,1.50644,1.41698,1.64811,0.920393,0.886366,0.73314,1.32047,1.54555,0.736046,1.43429,0.380738,0.405574,0.930363,0.8193,1.28982
"DDX21",-0.431778,-2.26179,-0.259543,-1.74359,-2.04783,-2.53105,-1.59542,-2.12467,-1.5446,-2.36122,-4.97045,-2.59628,-4.2601,-3.0271,-4.05033,-2.60809,-3.00392,-2.8912,-2.33682,-3.86376,-2.41103,-3.4479,-3.69396,-3.46979,-3.01128,-3.00803,-3.4447,-3.6629,-3.03785,-4.07738,-3.76872,-3.3504,-3.62974,-2.05715,-1.11695,-1.36121,-2.96367,-3.78077
"COR1B",-0.799307,-0.917021,-1.03681,-0.368185,-0.342841,-0.043855,-0.195114,-0.188414,0.175642,0.106254,0.719023,-0.00213952,0.176891,0.418284,0.305091,0.614623,0.601471,0.117652,0.177851,0.376786,0.493628,-0.110592,0.465535,0.486491,0.440179,0.000312426,0.259812,0.0952679,0.126869,-0.077319,-0.267447,0.118948,-0.43143,0.511181,0.17044,0.18537,0.461647,0.310297
"HIKES",0.914843,-0.250929,1.13438,0.916572,0.0334218,0.721682,0.891768,1.78791,0.730704,2.04741,0.659083,1.18756,-0.0176465,1.01269,0.821306,1.38343,0.823787,1.2083,NA,0.801631,0.117941,0.299257,0.480153,NA,-0.159574,0.489789,0.552909,NA,0.348896,0.123245,NA,0.600858,-0.416517,NA,0.892849,NA,0.818588,1.17536
"GIPC1",-1.4584,-2.0412,-0.482996,-1.76735,-1.98767,0.0512813,-0.413984,-1.06921,-0.693256,-0.920808,-0.755595,-0.439194,-0.971756,-1.56984,0.0936194,-0.780732,-1.22719,-1.59168,-1.12787,-0.67374,-0.696883,0.281999,-1.38061,-1.45447,-2.17395,-1.77227,-0.862209,-1.22109,-1.23797,-1.51069,-1.5073,-1.75408,0.801435,-1.36624,-1.31766,-0.809508,-0.513301,-0.29816
"ANK2",2.94836,2.2986,3.69461,NA,NA,NA,3.87889,1.28885,NA,1.14399,5.19577,1.92467,3.04579,2.30087,4.81882,-0.0133517,2.69726,2.51027,2.42691,4.26163,1.81137,2.52698,3.89047,1.55374,2.07414,2.87832,2.90291,4.24428,NA,3.88506,3.23738,2.00446,3.22011,2.73477,2.64648,1.71695,2.87649,1.74183
"RFX3",NA,2.46824,0.238104,1.46327,NA,1.67836,NA,1.21012,2.37181,0.312407,NA,1.57834,1.71731,1.64376,NA,1.39508,1.32258,2.30899,1.22036,-0.459599,1.83143,1.32174,2.84708,2.58449,2.67571,2.75511,1.26383,1.36936,NA,NA,1.89118,1.21821,NA,NA,1.77102,NA,0.896355,1.89804
"DHX29",-0.54457,-0.945857,-0.859955,-0.549831,-0.802904,-1.32839,-0.728668,-0.930244,-1.0299,-0.656182,-0.986731,-1.879,-1.10922,-1.28321,-0.688813,-1.45518,-1.55425,-0.547256,-1.13813,-0.780799,-2.34289,-1.07385,-1.03193,-1.10508,-0.604539,-1.24498,-1.71246,-1.51479,-1.50065,-1.59886,-1.70019,-0.933388,-0.835738,-1.05955,-0.547151,-0.582673,-1.37321,-1.0748
"MTA2",-1.7642,-0.871178,-0.942874,-0.382957,-0.582308,-1.30548,-0.990999,-1.04931,0.166552,-0.306984,-1.40344,-0.393523,-1.06046,-0.879299,-0.93474,0.343125,-0.399118,-0.114904,-1.26854,-1.84897,-0.293892,-1.36113,-1.5541,-1.08743,-0.659436,-0.980657,-1.26258,-1.43242,-0.662047,-1.10437,-0.50699,-1.1644,-1.25669,-1.43873,-1.15069,-1.38997,-1.2419,-1.08546
"CISD2",0.740343,1.79783,1.08612,0.998474,1.88759,1.83088,1.33073,1.41686,0.21113,0.832536,1.49408,2.13852,1.72438,0.964152,1.07506,1.51072,0.896944,1.67486,1.51038,1.1298,1.38038,1.66027,1.02125,1.1671,1.24684,2.10877,NA,1.2453,1.65517,NA,NA,1.86357,1.29418,NA,1.84289,1.44793,1.60959,1.37365
"ECHD1",0.188051,-1.86662,-0.4133,-1.33657,0.873936,-1.36466,-1.27333,-0.481186,-0.645083,-1.1307,-1.6544,-1.36304,-1.03631,NA,-1.70667,-2.30222,-1.32209,-0.537122,-1.91976,-0.824637,-1.76878,-1.53445,-0.593947,-2.33103,-2.50852,-2.09395,-2.0167,-0.110382,NA,NA,-1.06343,-1.10088,-0.992173,-0.0689324,-1.0981,-1.47753,-0.357836,-1.21634
"TECR",-0.742785,-0.799041,-1.20771,-0.77823,0.916398,-0.655776,-0.985102,-1.7475,-1.38465,-1.09354,-0.814472,0.172289,-0.871424,-1.08964,-1.07744,-0.691643,-1.02537,-1.02659,-0.154591,-1.31598,-0.679703,-0.651919,-1.0351,-0.766923,-0.857115,-1.12933,-1.09673,-0.626442,-0.0819386,-0.692865,-0.964537,-1.12708,-0.153295,-0.864885,-0.726583,-0.664017,-1.03287,-0.452934
"GLCNE",-0.850065,-0.0853398,-0.685736,-0.727848,-0.637425,0.724695,0.241445,-0.538608,-0.3631,-0.724529,-0.836189,-0.948968,-1.27224,-1.28531,-0.752433,-0.542051,-1.93859,-1.04743,-0.280994,-1.26722,-0.569151,0.329451,-0.773908,-0.249463,-0.965585,-0.83968,0.899334,-0.00673365,0.499774,-0.230145,-0.116386,-0.707274,0.565773,-1.18693,-0.633424,-0.211395,-1.13781,-0.354211
"RL9",-0.618631,-1.30061,-0.733468,-1.52021,-1.71902,-2.10694,-1.02452,-1.73638,-1.31235,-1.40213,-1.65458,-1.26097,-1.77225,-1.60218,-1.70755,-1.80031,-1.80679,-1.93897,-1.85466,-2.16207,-1.87674,-1.92931,-2.37231,-2.53475,-2.12018,-2.36876,-2.48598,-2.4318,-2.24685,-2.47548,-2.0464,-2.1439,-1.55979,-1.35444,-1.61076,-1.31956,-1.6457,-1.66879
"HTSF1",0.53801,-0.991868,0.113287,0.486484,0.682317,1.69673,0.798832,1.85689,0.704829,0.665845,0.990943,-0.56729,1.07395,1.276,0.0299465,1.24056,1.10799,0.932953,0.542327,0.25586,1.18609,1.22492,0.98626,1.3158,1.97496,1.07496,1.76606,1.57996,0.988637,0.0284886,0.417761,1.96244,1.45922,0.878173,0.796772,0.757009,1.00104,0.439781
"PRDX4",-0.0111253,0.216057,-0.183301,0.160748,0.535026,0.19342,0.510411,-0.0408087,-0.545127,0.0389717,-0.822403,0.78009,0.0458761,-0.667481,-1.00068,0.216306,-1.71564,-0.654402,0.49584,-0.494433,-2.20844,-1.97653,-2.03412,-2.15014,-1.18648,-1.88144,-1.61402,-1.41371,-2.03489,-1.27721,-1.46842,-1.19997,-0.817643,0.765386,-0.78602,-2.53962,-0.130932,-2.5815
"PNPH",-0.222147,-1.82293,-0.375235,-0.784602,-1.88589,-1.40086,-0.190778,-0.688195,-1.82933,-3.02257,-2.6116,-2.96199,-0.364398,-2.44112,-1.20872,-2.04358,-1.96958,-1.84211,-1.21422,-3.16157,-1.93583,-2.01466,-0.961622,-2.48294,-2.10355,-1.49725,-2.6095,-2.04516,-2.53703,-3.13209,-2.20888,-3.58998,-2.20815,-1.00325,-0.47685,-0.930735,-1.12742,-1.38564
"KCRB",1.79575,3.54017,1.89752,1.72977,0.953402,0.581421,2.22256,0.224614,2.19979,2.11601,1.53191,-1.07773,0.889249,0.138605,2.66371,-3.28238,0.0571526,1.4352,-0.0224285,1.42754,1.94681,3.9818,2.29296,2.27858,1.71882,2.76859,3.35722,2.7065,1.60008,1.66095,1.33213,2.66852,2.90271,-2.96631,-1.6,-0.406138,1.53326,0.95033
"PRP19",0.0772091,0.054496,0.362258,0.0616033,-0.249799,0.492312,0.0540329,0.161369,0.390321,0.411363,-0.563181,0.181919,-0.426893,0.130144,-0.628742,0.164671,0.262384,0.0942134,-0.180698,-0.388291,-0.206896,0.141369,-0.324501,-0.0433339,0.0669485,-0.154521,0.144228,0.107909,0.0292514,-0.308415,0.185752,0.0827742,0.14994,-0.0696865,-0.134175,-0.252712,0.0435042,0.0888387
"IPO7",-0.321799,-0.872318,-0.730762,-0.690882,-1.52281,-2.08843,-0.549204,-1.20914,-0.689971,-0.481373,-1.77343,-0.560483,-1.79209,-1.15523,-1.12267,-1.48862,-1.42619,-1.09407,-1.24769,-1.55898,-1.42873,-1.52197,-1.23599,-2.55776,-2.17661,-1.45492,-1.39093,-1.87036,-1.65261,-1.81973,-1.67967,-1.0927,-1.70312,-1.24017,-1.07334,-1.39118,-1.60628,-1.21739
"CLH1",-0.411772,0.160036,-0.579199,-0.18893,-0.271512,-0.6723,-0.0879268,-0.548692,0.0434229,-0.211149,0.816176,-0.283263,-0.024645,-0.249897,0.989542,-0.798263,-0.218126,-0.551772,-0.460931,0.608961,0.368682,0.306988,0.668254,0.46918,0.0826154,0.627162,0.312473,0.381482,0.285358,0.632906,-0.0658284,0.0270122,0.354937,-0.258618,-0.21268,-0.161722,-0.579274,0.0578021
"ACOC",0.223756,1.69728,-1.10738,0.608655,0.921197,1.5396,0.395716,0.356904,1.4134,1.04778,1.07736,0.413498,1.43931,0.726513,1.52653,1.18595,0.994803,1.69727,0.864105,1.41018,1.03321,1.05022,1.27805,1.09634,1.66077,1.02108,1.4413,1.0329,2.04573,1.52558,1.70641,1.68637,1.40247,-0.574866,0.0786223,-0.861878,0.658136,1.41578
"SE6L2",NA,3.39893,2.84554,2.81809,2.44733,2.27884,NA,3.27153,2.54936,2.91492,2.92726,NA,1.29529,1.82365,2.70046,0.957086,NA,1.76277,0.275762,2.22254,3.11034,2.85434,3.58358,4.49592,3.02234,4.14453,4.17453,2.47995,2.63468,NA,3.33785,4.29449,NA,2.01971,NA,2.99232,NA,2.12836
"PARG",-0.554805,-0.289422,0.0965145,-0.222977,-0.7233,-0.208064,NA,-0.174781,-0.16302,-0.300238,NA,-0.653786,-1.04264,-1.21954,NA,-0.711721,-0.358683,-0.224768,-0.412989,-0.624354,-0.102181,-0.502165,-0.178948,-0.198709,-0.196382,-0.807989,NA,NA,NA,-0.682764,NA,-0.0894788,-0.240456,1.15365,NA,NA,0.391571,NA
"TCPA",0.361059,0.0967311,0.212441,-0.0858144,-0.68241,-0.588758,0.187566,-0.515931,-0.288143,-0.24204,-0.533568,-0.0641634,-0.208502,-0.112097,-0.131505,-0.283518,-0.582353,0.196048,-0.312802,-0.339922,-0.555978,-0.421153,-0.531763,-0.606793,-0.485973,-0.538235,-0.551037,-0.566813,-0.268909,-0.434199,-0.236754,-0.183739,-0.33325,-1.35836,-1.25009,-1.20664,-1.65451,-1.34069
"RFC2",-1.04024,-0.986247,-0.882439,-0.88008,-1.49763,-0.584746,-1.03583,-0.0905815,-1.58919,-1.34913,-2.44662,-0.231015,-1.118,-0.755734,-2.5921,-1.0214,-0.785547,-0.784883,-1.46536,-1.90487,-2.22464,-1.59405,-2.94627,-2.18013,-1.79524,-1.42068,-1.77175,-2.47202,-0.674349,-1.96735,-1.75106,-0.958679,-1.75015,-0.917755,-0.746931,-1.24492,-1.00243,-0.960447
"RM39",-0.143123,-1.31123,-0.0102366,-0.610715,0.0405894,-0.957254,-1.07924,-0.431626,-0.83947,-0.76424,-1.96203,-0.628346,-2.47448,-1.67728,-2.3713,-1.24418,-1.73839,-0.990927,-1.82174,-1.6545,-2.26625,-3.43317,-1.91876,-2.27555,-2.85225,-2.62071,-1.58482,-1.46468,-2.10566,-1.36345,-2.01861,-0.848506,-2.45045,-1.26942,-0.381393,-1.71178,-1.54283,-2.12649
"GATM",1.70006,0.171187,0.201298,0.0398741,-1.68,-0.882787,-0.716862,0.0643206,-1.01717,0.64126,-0.488599,1.41867,0.552824,-0.466653,1.1363,-1.36196,-0.674457,-1.61978,0.12628,-0.193892,0.712737,-2.17447,0.425308,0.873797,-0.730268,-0.0115824,0.257174,-0.355295,-1.21989,-1.33967,0.0948128,-0.966023,-2.00323,1.81373,1.79928,2.13401,1.94357,1.08938
"DP13B",0.45487,1.63379,-0.915647,0.198023,2.26798,1.09379,NA,0.900939,0.49902,1.59915,2.22194,1.27796,2.54835,2.49808,1.88874,2.4075,1.88645,2.42113,2.47534,2.06594,2.66929,2.32229,2.49871,3.09316,2.79937,2.83233,2.67486,3.11963,2.16518,2.49344,3.1972,3.65312,1.66434,2.17126,2.46721,2.64916,2.20199,2.02466
"TPM3",-1.49644,-1.30827,-1.82178,-1.04431,-1.46787,-1.5497,-1.04656,-0.385263,-1.31187,-0.473592,-1.40797,-0.774273,-2.14834,-0.996276,-1.02061,-0.354363,-0.608376,-1.01136,-0.820215,-0.160556,-1.46512,-1.19005,-1.42654,-1.56494,-0.502855,-1.79109,-1.68123,-1.62492,-0.564977,-1.22724,-1.43939,-0.478812,-1.07922,-0.614335,-1.13517,-0.658469,-0.444228,-1.06388
"STRP1",0.622119,0.933473,-0.0378517,0.631819,0.242559,0.730624,0.741101,0.531021,0.145636,0.80057,1.14613,1.5573,1.0278,0.982505,1.45529,0.600821,0.869205,0.803848,1.18221,1.65077,0.779816,1.77692,1.17011,1.14943,1.11297,1.38252,0.137098,1.32152,2.20154,2.17141,1.09351,1.2453,1.84328,0.333529,0.605831,1.06634,0.25025,0.808166
"GAR1",0.339282,-0.312473,0.548397,0.114694,0.296601,-1.17508,-0.0947329,0.640024,0.616497,-0.14989,-1.67367,-1.1161,-0.808349,-0.67987,-1.01156,NA,-0.650127,-0.642082,-1.2302,-1.78209,0.581067,-1.19264,-0.82565,-1.05832,0.0301008,-0.1246,NA,-0.0717114,-1.30212,NA,NA,-1.53815,-0.439715,-0.643059,0.893773,NA,NA,-0.541481
