GeneSymbol;entry_name;MB278;MB282;MB275;MB247;MB091;MB234;MB199;MB136;MB288;Burdenko_1360;MB226;MB118;MB166;MB239;MB102;MB271;MB177;MB037;MB265;MB170;MB244;MB260;MB274;MB264;MB268;MB095;MB227;MB269;MB088;MB281;MB284;MB174;MB277;MB164;x5M15;MB287;MB099;MB266;MB104;MB248;x1M6;MB106;MB270;MB018;MB206
IFI16; gamma-interferon-inducible protein 16 isoform 1 GN=IFI16;-0,836341454;-1,497984588;-0,7666413;0,51422248;-1,977765029;-1,049659314;-1,495643156;-1,569755556;-1,138060899;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
RPP40; ribonuclease P protein subunit p40 isoform a GN=RPP40;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;-0,15198932;1,62464296;0,249242645;1,533268612;1,442815633;-0,939943295;1,043927744;2,29268962;0,16011276;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
TRIM17; E3 ubiquitin-protein ligase TRIM17 isoform 1 GN=TRIM17;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;-0,263931167;1,985539582;-0,104079736;-0,165092746;1,543411248;0,707110437;-0,364111225;0,678487742;1,28055492;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
CWC25; pre-mRNA-splicing factor CWC25 homolog GN=CWC25;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0,996371885;0,004774388;-2,533555915;-0,885032735;1,326577106;-0,228211159;-0,500588906;-1,403306532;0,977639639;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
ELAVL4; ELAV-like protein 4 isoform 3 GN=ELAVL4;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;1,205537783;0,029325685;0,32247982;NaN;NaN;NaN;-0,262131636;-0,532645063;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
C20orf24; uncharacterized protein C20orf24 isoform b GN=C20orf24;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;-0,629915718;0,8060698;-0,074342669;-0,707074854;-0,799767646;1,274271934;-0,299633196;1,516854775;-0,145542289;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
SPRY4; protein sprouty homolog 4 isoform 1 GN=SPRY4;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;-17,81532799;NaN;-12,88700944;-13,5900367;NaN;NaN;0,95627801;0,461608008;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
DDX31; probable ATP-dependent RNA helicase DDX31 isoform 1 GN=DDX31;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;-0,052786233;1,199621527;-0,674490759;0,48876142;-0,251555989;1,010157768;0,896371037;0,591553377;0,28782617;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
ZNF7; zinc finger protein 7 isoform 1 GN=ZNF7;-0,035891577;-0,041890542;-2,472706162;-0,612429426;-0,685608739;-1,641531728;-0,409430404;-2,336959822;0,573582693;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
MRPS31; 28S ribosomal protein S31, mitochondrial GN=MRPS31;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;-0,084172903;1,284889637;-0,216190488;3,047380756;0,065435671;1,509378712;-0,284961645;1,698503497;-0,971266694
ATP10D; probable phospholipid-transporting ATPase VD GN=ATP10D;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;-1,55761135;1,374663532;NaN;-1,647641618;1,322675327;-2,016518765;-0,518608451;-0,210710479;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
KAT6B; histone acetyltransferase KAT6B isoform 1 GN=KAT6B;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;-0,755655349;-1,353197086;-0,081947475;0,623786035;-0,526153506;-0,670764291;-0,478167692;0,155604026;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;-0,179473193;-0,221669195;-0,688007608;-0,440971414;0,028062023;-0,235703479;-0,546166838;-0,383710299;0,417076412;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
PRMT5; protein arginine N-methyltransferase 5 isoform f GN=PRMT5;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;-1,071656731;-0,226132359;-3,57163935;-0,712312671;-2,175586453;-0,532492705;-1,197438475;-1,130067851;-0,07997179;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
CCDC22; coiled-coil domain-containing protein 22 GN=CCDC22;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;1,53837055;0,003051994;0,366993662;0,698835437;-2,960265;0,58812304;-1,391786916;-0,072215285;-0,011990947
ZNF624; zinc finger protein 624 GN=ZNF624;0,554626438;-0,322928359;0,020477898;1,144383715;-0,394070609;1,288033559;NaN;-0,70404319;0,606965813;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
ZBTB38; zinc finger and BTB domain-containing protein 38 GN=ZBTB38;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0,487708703;0,176487305;0,656772088;0,479146441;0,298225253;-0,568309745;-0,114970016;-0,969761392;0,195413211;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
FERMT2; fermitin family homolog 2 isoform 2 GN=FERMT2;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0,434808394;-1,447507518;1,739975381;0,034039721;-0,146218277;-0,119176939;-0,387552702;-2,006798264;-0,579640496;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0,181636264;0,866766406;0,866529177;-0,234854532;-0,647086077;-1,719128887;-0,06359659;0,089546953;1,549829878
FLRT1; leucine-rich repeat transmembrane protein FLRT1 GN=FLRT1;-0,742887915;0,863793591;1,640791563;0,360092134;0,150710389;-0,666364365;0,421652208;1,358832329;0,289826176;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
UFC1; ubiquitin-fold modifier-conjugating enzyme 1 GN=UFC1;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;-1,766579276;0,417259661;0,297370676;-0,166178883;0,473045525;0,840745892;0,145391635;0,445663524;-0,033670231;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
ZC3H12B; probable ribonuclease ZC3H12B GN=ZC3H12B;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;1,134650173;0,765204124;0,916885876;0;1,20983832;1,799064639;1,576296084;0,515818691;2,982513827;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
ASMTL; N-acetylserotonin O-methyltransferase-like protein isoform 1 GN=ASMTL;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;-0,123167878;NaN;0,264930238;0,334530039;0,417923695;-0,014731467;1,251632337;1,330995099;-0,921043742;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
PGD; 6-phosphogluconate dehydrogenase, decarboxylating isoform 1 GN=PGD;0,779456691;-1,02605316;0,409557956;0,383279886;0,237183564;0,850562644;-2,218257266;0,206867011;0,849752138;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
NMD3; 60S ribosomal export protein NMD3 isoform 1 GN=NMD3;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;1,318908683;2,499418909;3,42180678;-0,103955965;2,843837913;0,121408337
EPRS; bifunctional glutamate/proline--tRNA ligase GN=EPRS;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;12,70423183;11,04298666;12,14555865;13,77730305;9,906466898;11,99483478;12,25171586;NaN;13,24019057;0,015249356;-0,610479334;0,341976277;NaN;-0,957115416;-0,205188297;1,604365087;-0,140893625;1,431527892;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
VSTM4; V-set and transmembrane domain-containing protein 4 isoform 1 precursor GN=VSTM4;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0,04873168;-0,180067669;NaN;0,935122008;2,73319763;NaN;NaN;0,586388112;NaN
HDGF; hepatoma-derived growth factor isoform d GN=HDGF;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0,325616229;-1,991426337;1,258853059;0,312184683;-0,672812922;1,283177542;-0,746036923;0,21809016;-1,467392119
PERM1; PGC-1 and ERR-induced regulator in muscle protein 1 isoform 1 GN=PERM1;0,272911422;-0,058858863;-0,851112628;0,159586287;0,618900862;-1,776971639;1,092323654;-0,494278881;0,350522757;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
CHMP5; charged multivesicular body protein 5 isoform 1 GN=CHMP5;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0,807042857;-0,349692046;2,193784574;0,778759862;0,850880616;0,159941647;1,29208914;-0,666496795;0,533293016;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
EIF4G2; eukaryotic translation initiation factor 4 gamma 2 isoform 1 GN=EIF4G2;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;-1,272681659;0,525196362;-1,491912135;0,616256038;-1,101854051;0,83376228;-1,460885668;0,235927025;0,03151826;0,262758139;NaN;0,839396316;1,086136489;0,271600291;2,218138098;-1,197268508;1,868589215;1,654185872;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
AKAP12; A-kinase anchor protein 12 isoform 1 GN=AKAP12;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0,624438052;-2,023472278;-1,713986151;-2,910261769;-2,306832721;-0,4464429;-0,730187345;-0,541329494;-0,80560672;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
PNPLA8; calcium-independent phospholipase A2-gamma isoform 1 GN=PNPLA8;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0,268024243;-1,632816997;-2,386342416;0,207645775;0,050894411;1,240679141;1,221788339;-1,366313187;-2,516599967
CCNB1; G2/mitotic-specific cyclin-B1 GN=CCNB1;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;3,025237685;2,013989104;-2,127552015;0,371458679;0,704557212;-0,581892964;4,145558014;0,519607696;2,565454386;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
MAP4; microtubule-associated protein 4 isoform 1 GN=MAP4;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;1,720831207;0,740872978;0,913738985;0,520259378;NaN;NaN;2,756119692;1,025225954;-0,508311877;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
STX5; syntaxin-5 isoform 1 GN=STX5;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;-1,931546608;-0,60887288;-1,237646363;0,021480597;-0,892050383;0,052094815;-0,315536928;0,031774725;-1,846605813
CACNG2; voltage-dependent calcium channel gamma-2 subunit GN=CACNG2;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;1,173027408;-0,929351064;1,128656882;-0,83523896;-0,112248091;-1,397384912;2,113867947;0,415686157;-0,908010105;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
SCCPDH; saccharopine dehydrogenase-like oxidoreductase GN=SCCPDH;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;-0,455134634;-0,749170756;0,056770765;-0,737486676;1,162569511;0,306204073;0,102406282;0,14888759;-0,917785333;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
CACHD1; VWFA and cache domain-containing protein 1 isoform 1 GN=CACHD1;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;-0,221507639;0,447117178;1,913904347;0,423883789;-0,092281074;-1,032299882;-0,551578119;-0,381296703;1,218579972
CACHD1; VWFA and cache domain-containing protein 1 isoform 1 GN=CACHD1;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0,92317257;2,075629736;-0,628533473;1,636807688;0,855891692;-1,24901799;-0,730751001;-2,068438329;-0,850444871;-1,931546608;0,798096532;0,293948375;-0,138907863;-0,381987719;-0,796502299;-1,676748561;-0,316302947;0,971266694
CLCA1; calcium-activated chloride channel regulator 1 precursor GN=CLCA1;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;3,221026623;1,026501699;0,367099889;1,440028481;NaN;0,680111516;1,884521392;1,870923901;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0,311218232;-0,096137823;0,116047755;2,465972586;1,097865142;0,962383157;0,02690625;2,443765236;-0,319258959
TIAM1; T-lymphoma invasion and metastasis-inducing protein 1 GN=TIAM1;-0,568170429;-1,859621929;0,140785548;-0,541502187;0,086473174;0,120541521;-1,381063752;-0,104882154;-0,37176656;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
EIF3B; eukaryotic translation initiation factor 3 subunit B GN=EIF3B;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;-1,879189907;0,3662876;-0,432539164;0,358425041;-0,013028796;0,041037659;-0,336297173;0,501621276;-0,322582537;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
LCN2; neutrophil gelatinase-associated lipocalin precursor GN=LCN2;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0,62916621;0,390197679;1,880142992;-0,661883456;0,107305348;1,488443894;-0,96391313;0,566378604;-0,340345062;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
ZSCAN1; zinc finger and SCAN domain-containing protein 1 GN=ZSCAN1;-1,344241122;0,605026695;-2,07722676;-1,674974019;-0,649784138;0,528215655;-0,09930215;-0,001738378;-1,764753101;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
CD274; programmed cell death 1 ligand 1 isoform a precursor GN=CD274;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0,222342013;0,734734242;NaN;NaN;0,222014847;0,042411161;-1,055158291;0,113465735;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
VPS4A; vacuolar protein sorting-associated protein 4A GN=VPS4A;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;1,110835579;0,203562527;0,51746088;0,023953877;1,120220667;-0,675758599;0,685670164;1,401155047;-0,0068193;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
ZNF350; zinc finger protein 350 GN=ZNF350;NaN;1,501166148;0,781999723;NaN;-0,297714786;NaN;NaN;0,199913498;0,570547864;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0,349982069;-0,499764081;0,623830318;0,459684785;-0,134786296;0,416758518;-0,237264202;-0,683156594;-0,870842514
KIF11; kinesin-like protein KIF11 GN=KIF11;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0,831761183;-0,387603287;1,692412185;0,315048762;0,206374038;0,264586822;0,287407667;0,795812438;0,637019051
KIF11; kinesin-like protein KIF11 GN=KIF11;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;-0,933378443;0,116755479;-0,774610482;-0,61271497;1,257005506;0,807613936;0,925406291;-0,381350836;0,523846224;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
GAPVD1; GTPase-activating protein and VPS9 domain-containing protein 1 isoform 4 GN=GAPVD1;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;-0,650124919;NaN;0,898339221;NaN;0,08780684;1,64647033;-0,080718749;-1,333094156;-0,750933046
AHCTF1; protein ELYS isoform 1 GN=AHCTF1;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0,743158127;-0,944592263;-0,297482824;-2,361433678;-0,328296912;0,527802728;-1,466390609;0,233977523;-1,593297061
CHORDC1; cysteine and histidine-rich domain-containing protein 1 isoform a GN=CHORDC1;1,781712036;-0,141579428;1,220994658;4,771220782;0,006176655;2,615344692;2,31297624;1,289297199;3,737391992;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
COG2; conserved oligomeric Golgi complex subunit 2 isoform 1 GN=COG2;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;1,017881841;-0,582909324;2,313292527;-1,961696489;-1,163850314;NaN;NaN;-1,085962395;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;-0,800004692;2,542676062;-0,806955879;0,169437292;2,667896585;NaN;-1,251632337;-0,442665787;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
FAM157B; putative protein FAM157B GN=FAM157B;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;-0,744265666;NaN;0,157282998;-0,379490555;0,756704807;-0,270070487;0,160214487;1,068786214;-0,082437759
ELP3; elongator complex protein 3 isoform 1 GN=ELP3;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;-0,521997196;NaN;-1,416799169;NaN;-0,668457747;-1,363799877;-1,126081139;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
EYA2; eyes absent homolog 2 isoform a GN=EYA2;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0,050782123;-0,747209294;0,110944274;0,233477571;NaN;-0,622320203;-0,388881036;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0,167859691;-0,236219035;1,833010981;0,065435671;1,9151699;0,16266051;0,290305445;-0,415186534
RAB1A; ras-related protein Rab-1A isoform 1 GN=RAB1A;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0,158377962;0,899575346;-0,246822383;-0,078762191;-0,653797428;-0,673119843;0,777835219;-0,795812438;0,460152585
ACSM4; acyl-coenzyme A synthetase ACSM4, mitochondrial precursor GN=ACSM4;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;-0,52718818;-1,728191822;-1,250606011;-0,592864489;-0,766771834;-0,26184499;1,443153393;-1,152555944;-0,83786741
